The following are the 3-grams for words #600-1000 in the lexicon file for the Corpus of Contemporary American English (COCA), which occur at least five times. In the full n-grams file (available for purchase), you would of course have *all* words and you would also have all n-grams regardless of frequency.


freq	w1	w2	w3
1343	right	now	.
1138	right	now	,
633	right	into	the
626	right	to	the
561	right	)	.
551	right	up	to
515	right	after	this
492	right	)	,
487	right	next	to
430	right	in	front
428	right	at	the
422	right	.	"
420	right	?	You
415	right	?	I
409	right	out	of
405	right	on	the
396	right	?	<p>
367	right	in	the
361	right	through	the
359	right	,	and
321	right	?	And
318	right	after	the
310	right	?	#
253	right	from	the
241	right	now	?
238	right	.	I
229	right	,	"
224	right	.	<p>
215	right	)	and
208	right	?	So
195	right	now	is
182	right	?	It
177	right	off	the
175	right	?	But
168	right	now	in
167	right	?	Well
162	right	.	And
155	right	at	home
154	right	across	the
154	right	?	The
135	right	.	The
133	right	along	with
132	right	?	That
129	right	to	it
125	right	at	me
118	right	before	the
116	right	,	right
115	right	.	It
104	right	,	but
104	right	?	He
103	right	over	the
100	right	where	you
99	right	.	You
97	right	?	What
96	right	?	They
96	right	)	is
91	right	.	But
91	right	?	We
91	right	through	it
90	right	into	it
90	right	now	and
89	right	.	He
88	right	at	him
85	right	into	a
85	right	,	the
84	right	by	the
83	right	now	the
82	right	down	the
81	right	,	you
78	right	now	we
76	right	on	top
75	right	now	I
74	right	,	with
71	right	,	I
70	right	under	the
69	right	:	The
69	right	?	Not
67	right	,	in
66	right	?	Wrong
65	right	behind	the
63	right	past	the
63	right	to	me
63	right	.	That
62	right	in	there
60	right	now	it
57	right	?	This
57	right	into	my
56	right	to	our
55	right	?	(
55	right	?	Is
55	right	into	his
54	right	?	If
53	right	?	'
53	right	outside	the
53	right	for	the
52	right	?	Because
51	right	through	me
51	right	.	We
50	right	in	his
50	right	on	it
49	right	)	with
48	right	now	are
48	right	in	your
48	right	now	to
48	right	?	Or
48	right	in	my
48	right	.	#
48	right	to	left
47	right	on	time
47	right	?	She
47	right	from	wrong
47	right	now	with
46	right	,	left
46	right	into	your
46	right	.	They
46	right	through	him
46	right	now	that
45	right	at	her
45	right	,	it
45	right	now	to
45	right	behind	me
44	right	,	is
44	right	behind	him
43	right	.	'
42	right	here	.
42	right	?	There
42	right	around	the
42	right	at	you
41	right	to	you
40	right	now	they
40	right	at	us
40	right	to	your
40	right	?	In
40	right	now	he
40	right	now	on
38	right	in	here
37	right	through	that
37	right	?	--
36	right	?	)
36	right	and	left
36	right	)	in
36	right	,	then
35	right	at	that
35	right	?	Do
35	right	now	at
35	right	.	)
35	right	away	.
35	right	.	Well
35	right	,	that
35	right	now	there
34	right	up	the
34	right	into	that
34	right	.	She
33	right	.	@3:114@
33	right	.	In
33	right	.	This
33	right	after	a
33	right	?	Now
33	right	,	or
33	right	with	the
33	right	?	A
32	right	)	are
32	right	at	them
32	right	through	a
32	right	in	and
31	right	after	that
31	right	then	and
31	right	on	schedule
31	right	then	,
31	right	,	because
31	right	along	the
31	right	between	the
31	right	.	So
31	right	at	this
30	right	?	Yeah
30	right	into	her
30	right	.	@4:80@
30	right	now	--
30	right	)	;
29	right	?	Right
29	right	.	If
29	right	,	to
29	right	into	this
28	right	.	Yeah
28	right	.	What
28	right	in	this
28	right	down	the
28	right	onto	the
28	right	through	you
28	right	through	them
28	right	,	he
28	right	?	Just
28	right	now	about
28	right	.	Now
28	right	on	going
27	right	away	,
27	right	)	has
27	right	on	his
26	right	.	There
26	right	through	his
26	right	?	Why
26	right	at	it
26	right	to	my
26	right	)	of
26	right	)	at
25	right	,	a
25	right	,	we
25	right	not	to
25	right	into	their
25	right	?	Maybe
24	right	past	them
24	right	past	him
24	right	with	God
24	right	behind	her
23	right	in	their
23	right	through	my
23	right	now	!
23	right	,	they
23	right	below	the
23	right	past	me
22	right	in	her
22	right	beside	the
22	right	about	the
22	right	,	so
22	right	,	for
22	right	then	.
22	right	now	because
22	right	)	:
22	right	?	Did
22	right	over	it
22	right	)	was
22	right	on	that
22	right	to	that
21	right	now	if
21	right	over	him
21	right	,	that
21	right	?	No
21	right	there	.
21	right	,	on
21	right	,	at
21	right	behind	them
21	right	beside	me
21	right	,	when
20	right	now	what
20	right	through	your
20	right	into	our
20	right	in	our
20	right	at	his
20	right	,	up
20	right	?	Then
19	right	past	her
19	right	in	that
19	right	where	he
19	right	to	him
19	right	?	@3:44556@
19	right	?	How
19	right	about	it
19	right	!	"
19	right	on	cue
19	right	to	his
19	right	?	Who
18	right	,	are
18	right	through	her
18	right	.	A
18	right	,	which
18	right	through	this
18	right	,	yeah
18	right	behind	you
18	right	now	for
18	right	here	,
18	right	?	@3:114@
18	right	.	Right
18	right	?	@3:55486@
17	right	through	her
17	right	,	that
17	right	)	to
17	right	on	target
17	right	after	another
17	right	on	my
17	right	in	front
17	right	on	a
17	right	:	A
17	right	alongside	the
17	right	to	them
17	right	for	them
17	right	above	the
17	right	up	until
17	right	on	your
17	right	before	your
17	right	by	me
17	right	now	who
17	right	,	who
16	right	at	your
16	right	.	Yes
16	right	before	our
16	right	?	A
16	right	.	.
16	right	at	my
16	right	after	my
16	right	,	guys
16	right	here	in
16	right	where	she
16	right	?	@1:39369@
15	right	,	she
15	right	,	if
15	right	?	To
15	right	,	was
15	right	,	to
15	right	after	these
15	right	,	not
15	right	now	a
15	right	now	-
15	right	here	on
15	right	?	OK
15	right	)	<p>
15	right	,	exactly
15	right	,	from
15	right	inside	the
15	right	now	you
14	right	?	When
14	right	on	talking
14	right	where	I
14	right	to	life
14	right	past	a
14	right	to	a
14	right	.	(
14	right	:	A
14	right	there	,
14	right	here	next
14	right	?	@3:36612@
14	right	)	shows
14	right	before	my
14	right	?	@3:17472@
14	right	for	him
13	right	beside	him
13	right	by	him
13	right	?	@3:30500@
13	right	?	@3:2759@
13	right	?	@1:6714@
13	right	beside	her
13	right	for	her
13	right	to	their
13	right	,	that
13	right	on	top
13	right	?	'
13	right	in	a
13	right	?	PRINCE
13	right	,	Bob
13	right	)	for
13	right	,	what
13	right	?	Yes
13	right	before	her
13	right	through	us
13	right	.	When
13	right	before	Christmas
13	right	?	@3:190@
13	right	near	the
12	right	for	you
12	right	toward	the
12	right	by	them
12	right	where	they
12	right	?	@4:18937@
12	right	?	@4:867@
12	right	,	as
12	right	?	@2:4118@
12	right	now	as
12	right	over	me
12	right	?	Which
12	right	on	this
12	right	after	lunch
12	right	before	his
12	right	)	or
12	right	after	9/11
12	right	.	No
12	right	now	...
12	right	?	...
12	right	)	will
12	right	.	My
12	right	under	my
12	right	to	her
12	right	?	@3:65757@
12	right	?	@4:18346@
11	right	?	@3:4615@
11	right	now	she
11	right	.	@1:6714@
11	right	outside	of
11	right	off	of
11	right	behind	it
11	right	where	it
11	right	.	Just
11	right	?	@4:9762@
11	right	under	his
11	right	?	No
11	right	about	now
11	right	?	Actually
11	right	,	do
11	right	.	A
11	right	by	.
11	right	.	OK
11	right	?	-
11	right	to	CNN
11	right	,	of
11	right	under	your
11	right	?	@3:1409@
11	right	over	them
11	right	against	the
11	right	up	the
10	right	beneath	the
10	right	during	the
10	right	with	you
10	right	into	them
10	right	)	from
10	right	now	from
10	right	for	me
10	right	past	us
10	right	from	wrong
10	right	after	her
10	right	now	this
10	right	)	were
10	right	)	a
10	right	by	a
10	right	for	a
10	right	at	a
10	right	?	'
10	right	into	place
10	right	?	@1:3612@
10	right	in	line
10	right	?	@1:4444@
10	right	quick	.
10	right	?	Does
10	right	?	All
10	right	now	:
10	right	on	doing
10	right	after	"
10	right	)	had
10	right	?	@4:53626@
10	right	by	it
10	right	beside	it
10	right	?	My
10	right	?	Of
10	right	?	@3:3178@
10	right	past	my
10	right	?	For
10	right	?	@1:3006@
10	right	now	;
10	right	up	front
10	right	?	@3:48904@
10	right	?	@3:6410@
10	right	.	Her
10	right	into	him
10	right	after	him
10	right	?	Tell
10	right	now	in
10	right	after	he
10	right	about	that
1940	level	of	the
1139	level	.	<p>
704	level	.	The
592	level	.	"
448	level	,	and
385	level	of	education
302	level	,	the
299	level	in	the
290	level	of	a
229	level	.	It
212	level	.	I
199	level	.	In
190	level	of	violence
189	level	of	performance
180	level	.	And
176	level	.	This
153	level	.	But
147	level	of	support
146	level	,	"
142	level	of	competition
134	level	of	government
134	level	of	interest
134	level	of	knowledge
133	level	of	confidence
132	level	of	difficulty
132	level	of	social
131	level	,	but
126	level	of	commitment
125	level	of	economic
123	level	.	We
117	level	of	service
112	level	of	risk
111	level	of	detail
110	level	of	security
109	level	of	care
107	level	.	He
104	level	.	If
104	level	of	their
104	level	.	They
103	level	of	analysis
101	level	and	the
101	level	of	success
100	level	of	satisfaction
100	level	of	"
98	level	of	development
96	level	of	political
95	level	of	concern
94	level	of	agreement
94	level	of	public
92	level	to	the
91	level	of	participation
89	level	of	activity
89	level	of	protection
89	level	of	stress
89	level	,	which
88	level	of	significance
88	level	of	sophistication
87	level	of	trust
86	level	of	physical
86	level	of	play
83	level	of	quality
82	level	of	consciousness
81	level	of	involvement
81	level	.	That
80	level	of	awareness
80	level	of	intensity
77	level	of	cooperation
76	level	of	comfort
75	level	of	skill
75	level	of	achievement
73	level	,	it
73	level	of	his
72	level	.	A
71	level	.	There
69	level	of	exposure
68	level	is	the
68	level	at	the
67	level	of	anxiety
66	level	,	a
66	level	of	experience
65	level	,	or
64	level	of	responsibility
63	level	of	.05
63	level	.	You
63	level	of	an
63	level	,	with
62	level	in	a
62	level	of	competence
62	level	of	technology
61	level	.	At
60	level	of	training
59	level	,	where
59	level	of	personal
59	level	of	income
59	level	.	So
58	level	of	environmental
58	level	.	For
58	level	of	control
58	level	)	.
57	level	of	abstraction
57	level	.	A
57	level	of	understanding
56	level	of	academic
56	level	.	However
55	level	with	the
55	level	of	expertise
54	level	of	perceived
54	level	of	complexity
54	level	of	sexual
53	level	of	scrutiny
52	level	of	attention
51	level	of	safety
50	level	of	acculturation
50	level	of	discourse
50	level	on	the
49	level	for	the
49	level	of	our
49	level	of	accuracy
49	level	of	fitness
49	level	of	production
49	level	.	For
49	level	of	disclosure
49	level	of	individual
48	level	of	effort
48	level	,	you
47	level	of	your
47	level	.	These
46	level	of	respect
46	level	has	been
46	level	is	a
46	level	)	,
46	level	of	importance
46	level	,	there
45	level	of	self-esteem
45	level	of	frustration
45	level	would	be
44	level	.	(
44	level	by	the
44	level	,	they
43	level	of	military
43	level	of	energy
42	level	of	this
42	level	of	power
42	level	of	instruction
41	level	of	intimacy
41	level	of	understanding
40	level	of	integration
40	level	of	investment
40	level	,	I
40	level	of	motivation
40	level	of	its
40	level	.	She
40	level	may	be
39	level	of	psychological
39	level	of	conflict
39	level	of	acceptance
39	level	.	To
39	level	,	we
38	level	of	human
38	level	of	ability
38	level	.	Some
38	level	of	organization
38	level	can	be
37	level	should	be
37	level	of	her
37	level	of	maturity
36	level	,	is
36	level	(	e.g.
36	level	of	proficiency
35	level	will	be
35	level	of	sport
35	level	of	independence
35	level	of	fear
35	level	.	On
35	level	of	student
34	level	of	health
34	level	of	communication
33	level	for	a
33	level	of	my
33	level	of	internal
33	level	of	tension
32	level	of	identification
32	level	at	which
32	level	.	With
32	level	,	then
32	level	of	musical
31	level	of	cognitive
31	level	only	2
31	level	of	society
31	level	of	benefits
31	level	.	One
31	level	is	not
31	level	of	about
31	level	of	uncertainty
31	level	of	intelligence
31	level	,	as
31	level	of	services
31	level	of	unemployment
30	level	.	When
30	level	of	competency
30	level	of	technical
30	level	of	alcohol
30	level	of	information
29	level	of	cultural
29	level	of	poverty
29	level	of	parental
29	level	.	While
28	level	.	By
28	level	of	resistance
28	level	of	preparation
28	level	of	concentration
28	level	of	consumption
28	level	of	expectation
28	level	of	international
27	level	of	U.S.
27	level	(	see
27	level	of	emotional
27	level	,	in
27	level	.	Thus
27	level	of	professionalism
27	level	of	functioning
27	level	of	accountability
27	level	.	'
27	level	in	order
27	level	of	threat
27	level	of	arousal
26	level	of	pain
26	level	of	each
26	level	.	Although
26	level	of	intellectual
26	level	of	American
26	level	of	need
26	level	of	ethics
25	level	of	talent
25	level	of	job
25	level	,	to
25	level	of	professional
25	level	of	demand
25	level	of	water
25	level	of	statistical
24	level	,	this
24	level	.	What
24	level	of	growth
24	level	,	not
24	level	of	amputation
24	level	.	As
24	level	of	disability
24	level	of	sensitivity
24	level	,	he
24	level	(	i.e.
24	level	of	generality
24	level	of	moral
23	level	of	literacy
23	level	of	reliability
23	level	of	enthusiasm
23	level	of	employment
23	level	.	Then
23	level	of	engagement
23	level	,	so
23	level	of	funding
23	level	on	a
23	level	of	learning
23	level	of	what
23	level	of	coverage
22	level	there	is
22	level	of	mastery
22	level	was	the
22	level	of	scientific
22	level	as	well
22	level	of	challenge
22	level	of	use
22	level	of	state
22	level	of	p
22	level	of	aggregation
22	level	and	at
22	level	of	depression
22	level	.	Now
22	level	of	corruption
22	level	of	those
22	level	)	and
22	level	of	anger
22	level	of	required
22	level	of	management
22	level	of	creativity
21	level	of	certainty
21	level	of	burnout
21	level	so	that
21	level	of	technological
21	level	of	students
21	level	of	force
21	level	"	of
21	level	of	educational
21	level	of	pollution
21	level	of	efficiency
21	level	of	popularity
21	level	.	#
21	level	of	ozone
21	level	"	(
21	level	,	however
21	level	of	crime
21	level	of	mental
21	level	from	the
21	level	of	understanding
20	level	of	tolerance
20	level	of	excellence
20	level	of	any
20	level	.	Each
20	level	of	access
20	level	to	a
20	level	of	general
20	level	of	financial
20	level	of	response
20	level	of	these
20	level	of	readiness
20	level	of	noise
19	level	of	consistency
19	level	of	aggression
19	level	of	assistance
19	level	of	medical
19	level	of	stability
19	level	was	set
19	level	of	excitement
19	level	of	existence
19	level	of	enjoyment
19	level	of	family
19	level	of	pressure
19	level	of	consensus
19	level	of	resources
19	level	of	community
19	level	of	0.05
19	level	of	music
19	level	of	impeachment
18	level	of	culture
18	level	.	Most
18	level	of	funding
18	level	of	being
18	level	of	meaning
18	level	of	debate
18	level	does	not
18	level	and	a
18	level	must	be
18	level	of	foreign
18	level	of	religious
18	level	of	life
18	level	of	that
18	level	.	Those
18	level	of	influence
18	level	of	taxation
18	level	.	When
18	level	of	cynicism
18	level	of	precision
18	level	:	Intermediate
18	level	needed	to
17	level	of	inflation
17	level	.	My
17	level	because	of
17	level	of	,
17	level	is	to
17	level	.	In
17	level	,	if
17	level	of	competitiveness
17	level	of	debt
17	level	.	As
17	level	of	productivity
17	level	of	discussion
17	level	of	accomplishment
17	level	of	reality
17	level	was	a
17	level	of	discipline
17	level	.	Many
17	level	during	the
17	level	of	specificity
17	level	in	this
16	level	has	risen
16	level	:	<p>
16	level	of	damage
16	level	of	some
16	level	of	legal
16	level	of	representation
16	level	.	Therefore
16	level	of	high
16	level	of	impeachable
16	level	of	suspicion
16	level	over	the
16	level	;	the
16	level	of	depressive
16	level	of	output
16	level	.	Because
16	level	of	reading
16	level	of	comprehension
16	level	,	at
16	level	.	As
16	level	of	rhetoric
16	level	of	compliance
16	level	of	implementation
16	level	and	then
16	level	of	treatment
16	level	of	recognition
16	level	of	danger
16	level	of	expectations
16	level	of	prosperity
16	level	of	national
16	level	of	language
15	level	of	training
15	level	of	interaction
15	level	in	terms
15	level	is	still
15	level	of	hostility
15	level	of	testosterone
15	level	of	schooling
15	level	of	federal
15	level	of	coordination
15	level	of	emissions
15	level	only	3
15	level	of	spending
15	level	of	optimism
15	level	,	because
15	level	in	our
15	level	with	a
15	level	is	down
15	level	of	affluence
15	level	did	not
15	level	.	An
15	level	,	while
15	level	of	compensation
15	level	.	In
15	level	of	lead
15	level	.	</P>
15	level	of	alert
14	level	is	so
14	level	of	wealth
14	level	of	improvement
14	level	is	high
14	level	of	customer
14	level	through	the
14	level	of	work
14	level	(	p
14	level	of	domestic
14	level	.	After
14	level	,	although
14	level	for	each
14	level	is	.
14	level	of	drug
14	level	.	According
14	level	of	abuse
14	level	of	--
14	level	.	)
14	level	.	All
14	level	of	exercise
14	level	of	skills
14	level	of	contact
14	level	of	dissatisfaction
14	level	of	contamination
14	level	of	autonomy
14	level	,	on
14	level	of	review
14	level	of	classroom
14	level	of	civilization
14	level	of	termination
14	level	of	stimulation
14	level	is	very
14	level	of	truth
14	level	of	reflection
14	level	of	radiation
14	level	is	,
14	level	of	distress
14	level	of	organizational
14	level	of	privacy
14	level	of	functional
13	level	of	functioning
13	level	.	From
13	level	of	one
13	level	is	too
13	level	of	carbon
13	level	of	real
13	level	of	total
13	level	of	injury
13	level	of	business
13	level	that	we
13	level	of	craftsmanship
13	level	of	thinking
13	level	of	teaching
13	level	,	she
13	level	of	spiritual
13	level	of	self-efficacy
13	level	of	seriousness
13	level	of	resolution
13	level	of	realism
13	level	of	racial
13	level	,	as
13	level	of	emotion
13	level	of	earnings
13	level	.	As
13	level	of	basic
13	level	of	gender
13	level	.	*
13	level	.	.
13	level	of	effectiveness
13	level	.	During
13	level	of	alertness
13	level	of	nAch
13	level	for	all
13	level	was	not
13	level	between	the
13	level	of	infinity
13	level	of	severity
13	level	of	honesty
13	level	,	are
13	level	there	are
13	level	of	exertion
13	level	.	Students
13	level	of	defense
13	level	of	metabolic
13	level	only	4
13	level	of	school
13	level	is	an
13	level	of	material
13	level	.	Moreover
12	level	as	well
12	level	of	interpersonal
12	level	of	market
12	level	of	global
12	level	of	mistrust
12	level	of	fame
12	level	or	the
12	level	of	urbanization
12	level	of	integrity
12	level	of	popular
12	level	,	according
12	level	of	acceptable
12	level	of	religiosity
12	level	of	local
12	level	of	democracy
12	level	could	be
12	level	as	a
12	level	of	skepticism
12	level	of	sound
12	level	of	enforcement
12	level	of	desire
12	level	.	Here
12	level	of	tax
12	level	of	change
12	level	of	incompetence
12	level	is	high
12	level	.	Indeed
12	level	.	Their
12	level	of	meaning
12	level	in	his
12	level	.	Is
12	level	.	Just
12	level	up	to
12	level	of	new
12	level	of	less
12	level	(	Figure
11	level	of	flexibility
11	level	of	computer
11	level	of	regulation
11	level	of	positive
11	level	of	natural
11	level	of	discomfort
11	level	of	it
11	level	of	conscious
11	level	of	intoxication
11	level	of	criticism
11	level	of	critical
11	level	of	thought
11	level	and	,
11	level	of	infection
11	level	.	Such
11	level	,	teachers
11	level	of	class
11	level	of	ideological
11	level	.	How
11	level	of	science
11	level	of	greenhouse
11	level	of	sales
11	level	of	design
11	level	based	on
11	level	of	legitimacy
11	level	of	behavior
11	level	of	expenditure
11	level	.	Finally
11	level	of	formal
11	level	of	fuel
11	level	of	artistic
11	level	.	Further
11	level	of	direct
11	level	of	preparedness
11	level	of	oil
11	level	:	the
11	level	throughout	the
11	level	of	art
11	level	of	casualties
11	level	of	wisdom
11	level	,	have
11	level	of	intervention
11	level	of	fatigue
11	level	.	Furthermore
11	level	?	<p>
11	level	.	To
11	level	in	which
11	level	of	support
10	level	of	teacher
10	level	at	this
10	level	of	politics
10	level	of	people
10	level	and	an
10	level	of	nicotine
10	level	of	distrust
10	level	.	Similarly
10	level	there	was
10	level	of	IT
10	level	of	civility
10	level	of	hatred
10	level	(	the
10	level	that	the
10	level	when	the
10	level	as	the
10	level	of	criminal
10	level	of	violent
10	level	and	is
10	level	is	n't
10	level	of	light
10	level	have	been
10	level	are	not
10	level	will	not
10	level	.	Do
10	level	of	pay
10	level	best	.
10	level	of	$
10	level	has	dropped
10	level	.	Another
10	level	of	outrage
10	level	,	as
10	level	is	at
10	level	of	mutual
10	level	is	low
10	level	of	10
10	level	of	democratization
10	level	of	aid
10	level	,	so
10	level	of	similarity
10	level	of	evidence
10	level	of	punishment
10	level	of	familiarity
10	level	of	qualifications
10	level	required	for
10	level	.	First
10	level	.	Even
10	level	of	civilian
10	level	of	imports
10	level	of	civic
10	level	of	such
10	level	;	and
10	level	,	these
10	level	of	task
10	level	of	more
10	level	of	mortality
10	level	of	learning
10	level	,	one
10	level	of	troops
10	level	of	judgment
767	certainly	do	n't
652	certainly	did	n't
422	certainly	not	the
412	certainly	was	n't
314	certainly	would	n't
297	certainly	does	n't
284	certainly	one	of
266	certainly	not	a
255	certainly	going	to
247	certainly	did	not
241	certainly	is	n't
226	certainly	in	the
225	certainly	is	a
205	certainly	would	have
202	certainly	,	the
191	certainly	ca	n't
164	certainly	,	but
163	certainly	not	in
159	certainly	does	not
155	certainly	wo	n't
154	certainly	the	most
146	certainly	is	not
143	certainly	do	.
143	certainly	not	going
141	certainly	did	.
139	certainly	do	not
134	certainly	would	not
127	certainly	,	I
120	certainly	is	.
119	certainly	will	be
112	certainly	would	be
111	certainly	true	that
109	certainly	the	case
105	certainly	be	a
101	certainly	was	not
100	certainly	,	in
94	certainly	,	we
94	certainly	a	lot
90	certainly	,	you
90	certainly	has	been
89	certainly	hope	so
88	certainly	are	n't
88	certainly	,	it
83	certainly	has	a
82	certainly	could	n't
82	certainly	have	n't
81	certainly	,	and
80	certainly	seems	to
80	certainly	does	.
79	certainly	can	not
79	certainly	was	a
78	certainly	not	.
74	certainly	hope	that
74	certainly	,	there
73	certainly	something	that
71	certainly	on	the
70	certainly	is	the
69	certainly	true	.
69	certainly	want	to
65	certainly	has	n't
64	certainly	will	not
64	certainly	have	a
64	certainly	part	of
63	certainly	were	n't
62	certainly	was	.
62	certainly	agree	with
61	certainly	had	n't
59	certainly	are	not
59	certainly	,	if
59	certainly	it	's
59	certainly	have	the
57	certainly	has	the
57	certainly	more	than
55	certainly	better	than
55	certainly	are	.
55	certainly	had	a
55	certainly	there	are
55	certainly	think	that
54	certainly	not	for
54	certainly	have	been
54	certainly	is	,
53	certainly	not	be
52	certainly	.	I
51	certainly	should	n't
50	certainly	not	to
49	certainly	,	a
49	certainly	will	.
48	certainly	have	been
48	certainly	have	to
48	certainly	not	an
48	certainly	for	the
47	certainly	was	the
46	certainly	I	think
44	certainly	not	least
44	certainly	be	the
44	certainly	it	is
44	certainly	not	what
43	certainly	true	of
43	certainly	have	to
43	certainly	a	very
42	certainly	could	be
42	certainly	can	.
42	certainly	could	have
41	certainly	,	they
41	certainly	hope	not
41	certainly	can	be
41	certainly	do	,
40	certainly	not	as
40	certainly	a	good
40	certainly	been	a
40	certainly	have	not
40	certainly	has	not
40	certainly	the	first
39	certainly	.	But
39	certainly	.	"
39	certainly	there	's
39	certainly	,	for
38	certainly	not	to
38	certainly	true	,
38	certainly	there	is
38	certainly	it	was
37	certainly	have	no
37	certainly	possible	.
36	certainly	not	on
36	certainly	like	to
36	certainly	is	an
36	certainly	,	when
36	certainly	should	have
35	certainly	,	as
35	certainly	,	this
35	certainly	should	be
35	certainly	could	not
35	certainly	in	a
34	certainly	a	lot
34	certainly	lead	to
34	certainly	by	the
33	certainly	possible	that
33	certainly	,	"
32	certainly	did	,
32	certainly	was	,
32	certainly	a	factor
32	certainly	with	the
32	certainly	to	the
31	certainly	at	the
31	certainly	not	with
31	certainly	willing	to
31	certainly	.	And
30	certainly	not	at
30	certainly	some	of
30	certainly	in	terms
30	certainly	,	that
30	certainly	think	it
30	certainly	,	with
29	certainly	appears	to
29	certainly	not	by
29	certainly	that	's
29	certainly	have	a
29	certainly	true	for
29	certainly	could	.
29	certainly	a	possibility
28	certainly	have	.
28	certainly	,	that
28	certainly	--	I
28	certainly	from	the
27	certainly	seem	to
27	certainly	the	best
27	certainly	were	not
27	certainly	would	like
27	certainly	aware	of
26	certainly	am	not
26	certainly	would	.
26	certainly	has	its
26	certainly	want	to
26	certainly	,	he
26	certainly	this	is
26	certainly	in	this
26	certainly	we	have
25	certainly	not	all
25	certainly	hope	it
25	certainly	should	not
25	certainly	has	.
25	certainly	no	one
25	certainly	as	a
24	certainly	is	going
24	certainly	,	to
24	certainly	are	,
23	certainly	true	in
23	certainly	need	to
23	certainly	not	,
23	certainly	seemed	to
23	certainly	are	a
23	certainly	am	.
23	certainly	among	the
23	certainly	had	the
22	certainly	,	is
22	certainly	had	not
22	certainly	the	only
22	certainly	looks	like
22	certainly	capable	of
22	certainly	we	're
22	certainly	not	my
22	certainly	true	that
22	certainly	not	enough
21	certainly	not	new
21	certainly	is	one
21	certainly	had	no
21	certainly	a	big
21	certainly	not	been
21	certainly	it	would
21	certainly	I	would
21	certainly	be	an
20	certainly	a	major
20	certainly	will	have
20	certainly	consistent	with
20	certainly	within	the
20	certainly	the	way
20	certainly	is	no
20	certainly	all	of
20	certainly	appreciate	it
20	certainly	does	,
20	certainly	has	to
20	certainly	continue	to
20	certainly	be	in
20	certainly	will	,
19	certainly	can	,
19	certainly	possible	,
19	certainly	an	important
19	certainly	is	true
19	certainly	something	we
19	certainly	think	we
19	certainly	not	something
19	certainly	applies	to
19	certainly	not	alone
19	certainly	,	not
19	certainly	not	all
19	certainly	understand	the
19	certainly	make	the
19	certainly	not	from
18	certainly	agree	that
18	certainly	do	have
18	certainly	agree	with
18	certainly	,	that
18	certainly	hope	so
18	certainly	been	an
18	certainly	over	the
18	certainly	if	you
18	certainly	that	is
18	certainly	has	no
18	certainly	sounds	like
18	certainly	had	a
18	certainly	make	a
18	certainly	contributed	to
18	certainly	an	interesting
18	certainly	in	my
18	certainly	has	,
18	certainly	try	to
18	certainly	an	issue
18	certainly	wanted	to
17	certainly	.	The
17	certainly	important	,
17	certainly	,	certainly
17	certainly	trying	to
17	certainly	makes	it
17	certainly	played	a
17	certainly	,	at
17	certainly	none	of
17	certainly	I	do
17	certainly	not	"
17	certainly	,	because
17	certainly	a	part
17	certainly	not	about
17	certainly	been	the
17	certainly	since	the
17	certainly	was	an
17	certainly	that	was
17	certainly	not	have
17	certainly	.	We
17	certainly	different	from
17	certainly	,	from
17	certainly	be	more
16	certainly	believe	that
16	certainly	nothing	that
16	certainly	does	have
16	certainly	thinks	so
16	certainly	has	an
16	certainly	.	It
16	certainly	during	the
16	certainly	of	the
16	certainly	had	the
16	certainly	what	the
16	certainly	different	.
16	certainly	plays	a
16	certainly	was	no
16	certainly	not	going
16	certainly	no	exception
16	certainly	possible	to
16	certainly	is	something
16	certainly	be	considered
16	certainly	out	of
16	certainly	not	without
16	certainly	.	He
16	certainly	do	that
16	certainly	,	by
15	certainly	knows	how
15	certainly	hope	we
15	certainly	help	to
15	certainly	the	biggest
15	certainly	needs	to
15	certainly	had	no
15	certainly	no	shortage
15	certainly	must	be
15	certainly	to	be
15	certainly	a	problem
15	certainly	there	,
15	certainly	were	.
15	certainly	right	.
15	certainly	the	people
15	certainly	they	were
15	certainly	must	have
15	certainly	hope	that
14	certainly	he	was
14	certainly	there	was
14	certainly	,	was
14	certainly	,	people
14	certainly	think	the
14	certainly	hope	you
14	certainly	--	you
14	certainly	there	.
14	certainly	would	never
14	certainly	be	able
14	certainly	would	,
14	certainly	makes	a
14	certainly	do	it
14	certainly	a	great
14	certainly	would	agree
14	certainly	less	than
14	certainly	is	in
14	certainly	was	in
13	certainly	enough	to
13	certainly	not	that
13	certainly	the	largest
13	certainly	,	one
13	certainly	a	new
13	certainly	tried	to
13	certainly	ought	to
13	certainly	would	make
13	certainly	preferable	to
13	certainly	what	we
13	certainly	not	of
13	certainly	they	're
13	certainly	be	on
13	certainly	we	do
13	certainly	the	one
13	certainly	not	one
13	certainly	not	our
13	certainly	not	because
13	certainly	hope	they
13	certainly	.	<p>
13	certainly	makes	sense
13	certainly	a	concern
13	certainly	nothing	wrong
13	certainly	has	had
12	certainly	knew	that
12	certainly	know	that
12	certainly	appears	that
12	certainly	one	that
12	certainly	those	who
12	certainly	not	any
12	certainly	,	some
12	certainly	a	man
12	certainly	got	the
12	certainly	all	the
12	certainly	knows	the
12	certainly	we	've
12	certainly	in	our
12	certainly	help	.
12	certainly	helps	.
12	certainly	in	New
12	certainly	have	never
12	certainly	an	element
12	certainly	changed	.
12	certainly	has	made
12	certainly	,	of
12	certainly	made	a
12	certainly	had	a
12	certainly	,	as
12	certainly	there	will
12	certainly	be	very
12	certainly	nothing	to
12	certainly	not	his
12	certainly	open	to
