The following are the 3-grams for words #600-1000 in the lexicon file for the Corpus of Contemporary American English (COCA), which occur at least five times.

The numbers in the columns (w1,w2,w3) refer to the [wID] column in the <ngrams_lexicon.txt> file.

In the full n-grams file (available for purchase), you would of course have *all* words and you would also have all n-grams regardless of frequency.

freq	w1	w2	w3
23	838	16	34
23	838	74	6
23	838	1	221
23	838	143	31
23	838	4	1
23	838	2	656
22	838	8	1535
22	838	659	1
22	838	30	10
22	838	18	6
22	838	47	7644
22	838	14471	1
22	838	13	571
22	838	8	1415
22	838	901	507
22	838	8	1620
21	838	4	1492
21	838	1	327
21	838	151	3
21	838	151	42
21	838	1	706
21	838	9	36
21	838	47	16488
21	838	8	420
21	838	8	128
21	838	3177	8
21	838	8	864
21	838	1	97
21	838	8	2050
21	838	551	26
20	838	4	299
20	838	47	1801
20	838	1	35
20	838	2	1045
20	838	44	65
20	838	4	3689
20	838	52	9721
19	838	12	9
19	838	9	259
19	838	2	414
19	838	1591	14
19	838	66	67
19	838	12	86
19	838	64	116
19	838	477	2694
19	838	27	2
19	838	1	195
19	838	12	1
19	838	47	866
19	838	41350	3450
19	838	22	6
19	838	66	1466
18	838	222	3
18	838	14	91
18	838	623	22
18	838	16	31
18	838	2	100
18	838	1222	1056
18	838	2	721
18	838	3586	8
18	838	64	34
18	838	537	1
18	838	52	4789
18	838	8	5986
18	838	12	149
18	838	429	566
18	838	16	6
18	838	27	1
18	838	19	44
18	838	44	333
18	838	12	8
18	838	47	34
18	838	314	2
17	838	706	798
17	838	1	57
17	838	43	65
17	838	8	4622
17	838	1	47
17	838	1	109
17	838	551	44
17	838	9	641
17	838	30	7
17	838	4	155
17	838	4	5614
17	838	2	427
17	838	39267	13
17	838	1102	2
17	838	1	26
17	838	19	15
17	838	19	43
16	838	19	17
16	838	399	3
16	838	2	746
16	838	1	114
16	838	12	42
16	838	1591	5
16	838	12	350
16	838	8	4042
16	838	66	352
16	838	66	1142
16	838	551	4
16	838	32	6
16	838	1	66
16	838	9	42
16	838	16	3
16	838	19	26
16	838	1	105
16	838	787	13
16	838	9	97
16	838	4	761
16	838	1	734
16	838	64	157
16	838	2	499
16	838	47	1568
16	838	4	47
16	838	1	44
16	838	4	707
16	838	8	308
16	838	429	682
16	838	47	6
15	838	12	122
15	838	184	25
15	838	13	48
15	838	1	127
15	838	19	417
15	838	365	2
15	838	9	91
15	838	52	1
15	838	64	106
15	838	47	519
15	838	566	2
15	838	1	4002
15	838	2	1359
15	838	12	7015
15	838	7	28
15	838	3079	1
15	838	1	55
15	838	52	2402
15	838	52	407
15	838	521	2
15	838	52	382
15	838	76	37
15	838	72	12
15	838	8	770
15	838	2	476
15	838	871	3545
15	838	4	42
15	838	537	2
14	838	470	3
14	838	2	619
14	838	4	48
14	838	1	16
14	838	19577	8
14	838	1	19
14	838	1	50
14	838	8	10197
14	838	1290	1043
14	838	4	1834
14	838	2	27
14	838	45	106
14	838	2058	2070
14	838	1	811
14	838	1	14
14	838	429	1
14	838	47	3
14	838	12	22
14	838	1	16348
14	838	2	1092
14	838	134	12
14	838	2	884
13	838	1	13
13	838	169	530
13	838	9	429
13	838	1	22
13	838	642	2
13	838	501	8
13	838	2	1671
13	838	551	19
13	838	4	28502
13	838	52	184
13	838	47	488
13	838	4	1101
13	838	4	789
13	838	8	2670
13	838	1	632
13	838	4	57
13	838	4	368
13	838	8	190
13	838	532	1
13	838	13	4089
13	838	2	661
13	838	1104	2
13	838	9	72
13	838	1	85
13	838	262	1
13	838	477	4
13	838	1	120
13	838	2	303
13	838	2	326
13	838	111	4
13	838	12	280
12	838	8	1471
12	838	1	784
12	838	8	919
12	838	2166	129
12	838	1882	8
12	838	2	2373
12	838	4	132
12	838	8	1772
12	838	1102	4
12	838	41	84
12	838	8	506
12	838	9	2903
12	838	2	828
12	838	642	8
12	838	4	5566
12	838	12	131
12	838	1	299
12	838	2	1404
12	838	105	3
12	838	7	4
12	838	19	6354
12	838	2	523
12	838	1	38
12	838	1	117
12	838	12	623
12	838	52	1168
12	838	40	3
12	838	5161	13
12	838	1	42
12	838	1	144
12	838	4	5
12	838	4	1872
12	838	2572	1
12	838	2	256
12	838	47	31
12	838	134	72
12	838	16	530
12	838	2	573
12	838	1	28
12	838	4	44
12	838	136	34
12	838	1	436
12	838	8109	32
12	838	2125	14
11	838	8	596
11	838	3079	2
11	838	2	699
11	838	47	2005
11	838	1	332
11	838	5	1022
11	838	1	387
11	838	2	355
11	838	848	3
11	838	529	2
11	838	569	119
11	838	8	2660
11	838	61	3
11	838	47	554
11	838	4	542
11	838	4	14163
11	838	3073	4
11	838	47	106
11	838	5	262
11	838	81	67
11	838	2	2079
11	838	2	5148
11	838	16	642
11	838	12	1122
11	838	39	3
11	838	52	136
11	838	2166	14
11	838	989	8
11	838	2	670
11	838	66	34
11	838	1566	938
11	838	204	6
11	838	2	812
11	838	1	64
11	838	80	31
11	838	80	34
11	838	15911	2
11	838	1	108
11	838	105	36
11	838	12	3018
11	838	2	3740830
11	838	8	1055
11	838	8	3000
11	838	8	941
11	838	61	15
11	838	1	368
11	838	1827	119
11	838	13	42
11	838	551	9
11	838	4	26
11	838	47	21566
10	838	10	20
10	838	2	2056
10	838	12	266
10	838	4	475
10	838	789	1
10	838	580	31
10	838	2	1143
10	838	34	140
10	838	4	829
10	838	2	465
10	838	1	48
10	838	12	7
10	838	1	102
10	838	64	864
10	838	27	4
10	838	40	7
10	838	7	8
10	838	2477	14
10	838	429	9
10	838	102	2166
10	838	8	300
10	838	4	66
10	838	22	48
10	838	136	67
10	838	2	1453
10	838	47	2529
10	838	1102	1
10	838	8109	9
10	838	47	10844
10	838	1	168
10	838	1	903
10	838	28	330
10	838	14	521
10	838	8	1987
10	838	28	2234
10	838	15911	4
10	838	365	1
10	838	134	6
10	838	903	7
10	838	532	12
10	838	12	79
10	838	8	2111
10	838	39	6
10	838	4	41
10	838	4	15
10	838	19392	35
10	838	566	1
10	838	1	91
10	838	3586	2
10	838	1	49
10	838	236	3
10	838	3073	26
10	838	47	35050
10	838	1	53
10	838	4	34
10	838	15911	1
10	838	4	429
813	839	17	173
787	839	9760	5
497	839	15	167
452	839	167	2
362	839	71	173
326	839	17	167
319	839	70	167
286	839	68	173
270	839	70	173
270	839	68	16569
228	839	1488	167
222	839	129	173
209	839	71	167
203	839	19	887
188	839	124	173
181	839	68	86
172	839	78	173
159	839	68	1572
150	839	167	1
146	839	15	25
140	839	70	2
135	839	15	887
133	839	70	116
129	839	17	318
128	839	17	116
123	839	70	128
121	839	68	2
112	839	68	67
112	839	17	67
108	839	15	128
104	839	68	116
102	839	17	128
101	839	70	318
100	839	71	116
97	839	68	7531
92	839	71	128
89	839	68	160
87	839	70	67
86	839	36	887
85	839	3	78
85	839	73	2
84	839	68	318
76	839	124	2
76	839	167	4
75	839	70	160
74	839	129	167
73	839	3	177
73	839	17	153
72	839	71	2
72	839	71	190
70	839	68	128
70	839	71	160
68	839	68	1
67	839	71	67
66	839	70	25
64	839	15	396
64	839	71	318
63	839	15	75
62	839	456	448
61	839	17	2
61	839	68	25
60	839	438	2
60	839	68	93
60	839	17	160
60	839	68	190
60	839	68	9760
57	839	71	25
57	839	70	190
56	839	124	167
55	839	68	2271
54	839	1488	116
54	839	71	121
54	839	6059	3
52	839	124	318
52	839	17	396
51	839	68	1078
51	839	50	25
51	839	68	300
50	839	96	78
50	839	70	1971
50	839	17	190
49	839	70	75
47	839	129	318
47	839	71	153
47	839	15	5430
47	839	19	4462
47	839	3	96
47	839	17	121
46	839	1488	67
46	839	129	116
46	839	68	153
46	839	124	128
46	839	75	6
45	839	68	1602
44	839	70	121
44	839	48	182
44	839	70	1
43	839	68	13084
43	839	15	211
43	839	15	2
43	839	3	454
42	839	515	5990
42	839	737	448
42	839	19	167
41	839	349	25
41	839	17	75
40	839	70	818
40	839	660	173
40	839	15	4462
40	839	68	75
39	839	124	160
39	839	124	25
39	839	68	62394
39	839	68	121
38	839	70	396
38	839	70	300
37	839	15	2241
36	839	68	167
36	839	15	889
36	839	71	75
36	839	3	186
36	839	70	941
36	839	336	887
35	839	68	282
35	839	396	2
35	839	3	1953
35	839	3	908
34	839	71	396
34	839	124	75
34	839	129	67
34	839	977	25
34	839	135	5
34	839	17	941
33	839	628	6695
33	839	129	160
33	839	82	363
33	839	1009	173
33	839	3	182
32	839	68	2465
32	839	82	454
32	839	129	128
32	839	17	536
31	839	68	521
31	839	70	153
31	839	36	167
31	839	129	2
31	839	438	19
31	839	461	25
31	839	17	25
31	839	109	78
31	839	124	300
31	839	17	818
30	839	73	1
30	839	124	153
30	839	3	8018
30	839	82	4079
30	839	19	881
29	839	68	1217
29	839	129	121
29	839	82159	25
29	839	17	1
29	839	17	282
29	839	6	175
29	839	73	22
28	839	85	5
28	839	77	3
28	839	3	678
28	839	977	128
28	839	17	420
28	839	68	107
28	839	6	320
27	839	3	1928
27	839	68	10454
27	839	70	536
26	839	70	282
26	839	71	300
26	839	17	157
26	839	75	3
26	839	68	9
26	839	15	300
26	839	3	363
26	839	68	1089
26	839	737	173
26	839	650	25
26	839	71	282
26	839	36	9760
26	839	1087	448
26	839	71	2241
25	839	3	225
25	839	3	1220
25	839	1488	16794
25	839	17	915
25	839	79	5
25	839	48	454
25	839	515	21921
25	839	15	318
24	839	68	237
24	839	36	207
24	839	3	1406
24	839	68	178
24	839	1523	339
24	839	17	628
24	839	70	178
24	839	3	604
24	839	68	15027
24	839	3	253
24	839	129	153
23	839	70	9
23	839	68	2394
23	839	17	273
23	839	129	190
23	839	70	1308
23	839	68	1371
23	839	68	56234
23	839	68	14189
23	839	70	545
23	839	70	147
23	839	68	5268
23	839	60	2892
22	839	3	254
22	839	93	3573
22	839	737	339
22	839	82	182
22	839	68	74
22	839	17	948
22	839	129	506
22	839	15	13999
22	839	71	818
22	839	68	2892
22	839	70	628
22	839	17	300
21	839	68	4610
21	839	6	363
21	839	70	4155
21	839	124	1
21	839	17	74
21	839	68	769
21	839	62	843
21	839	3	3341
21	839	70	420
21	839	15	57532
21	839	744	25
21	839	3	293
21	839	737	160
21	839	3	634
21	839	68	8798
21	839	68	12323
21	839	70	157
21	839	68	130
21	839	17	506
20	839	181	167
20	839	71	157
20	839	17	59
20	839	3	549
20	839	68	545
20	839	97	182
20	839	68	420
20	839	438	1
20	839	68	6957
20	839	68	5271
20	839	3	2464
20	839	71	1971
19	839	71	941
19	839	70	2021
19	839	68	16794
19	839	68	2574
19	839	60	718
19	839	70	726
19	839	17	726
19	839	725	728
19	839	24457	2
19	839	36	188
19	839	752	190
19	839	36	634
19	839	3	98
19	839	3	490
19	839	15	4157
18	839	68	5081
18	839	3	175
18	839	167	30
18	839	6	197
18	839	833	3
18	839	68	6486
18	839	68	394
18	839	68	339
18	839	71	726
18	839	3	217
18	839	3	722
18	839	6	306
18	839	3	457
18	839	78	167
18	839	68	8287
17	839	68	14969
17	839	3	1300
17	839	68	2687
17	839	3	1242
17	839	3	3017
17	839	62	605
17	839	17	672
17	839	15	1819
17	839	68	2945
17	839	153	48
17	839	70	506
17	839	29	517
17	839	977	167
17	839	15	190
17	839	650	128
17	839	124	190
17	839	3	290
17	839	17	2120
17	839	17	9
16	839	3	5042
16	839	36	4462
16	839	48	585
16	839	168	105
16	839	71	1
16	839	3	249
16	839	68	288
16	839	71	506
16	839	70	1230
16	839	17	2731
16	839	15	3578
16	839	181	128
16	839	167	526
16	839	68	27497
16	839	68	861
16	839	68	19326
16	839	82	574
16	839	71	74
16	839	78	160
16	839	70	740
16	839	1146	735
16	839	15	1
16	839	1675	2258
16	839	17	211
15	839	77	5
15	839	17	130
15	839	3	359
15	839	29	298
15	839	68	2580
15	839	70	11916
15	839	129	77
15	839	17	178
15	839	60	585
15	839	68	672
15	839	78	121
15	839	15	19447
15	839	17	606
15	839	17	2021
15	839	62	302
15	839	62	517
15	839	62	269
15	839	15	7375
15	839	124	178
15	839	3	358
15	839	1488	1971
15	839	3	379
15	839	3	800
15	839	71	9
14	839	124	420
14	839	132	78
14	839	3262	3592
14	839	737	190
14	839	68	1712
14	839	36	25
14	839	3	215
14	839	3	1064
14	839	3	7
14	839	124	121
14	839	3	320
14	839	3	199
14	839	39329	2524
14	839	129	74
14	839	60	2271
14	839	60	6486
14	839	17	1047
14	839	70	273
14	839	15	8774
14	839	3	258
14	839	9	3
14	839	17	30
14	839	70	2660
14	839	15	9299
14	839	19	18575
14	839	737	4155
14	839	17	2735
14	839	1523	173
14	839	70	1715
14	839	68	1598
14	839	17	4430
14	839	68	770
13	839	6	688
13	839	15	2106
13	839	68	8193
13	839	17	191
13	839	70	3756
13	839	396	1
13	839	3	1050
13	839	17	545
13	839	71	178
13	839	71	2167
13	839	1523	448
13	839	129	941
13	839	6059	6
13	839	68	1308
13	839	15	116
13	839	68	3756
13	839	17	2560
13	839	3	922
13	839	17	3093
13	839	68	147
13	839	3	474
13	839	15	1971
13	839	82	4164
13	839	70	2167
13	839	17	1712
13	839	29	585
13	839	71	545
12	839	134	1336
12	839	15	282
12	839	78	25
12	839	82	2937
12	839	456	173
12	839	17	740
12	839	124	545
12	839	129	25
12	839	48	27868
12	839	3	148
12	839	17	2762
12	839	68	2884
12	839	3	4369
12	839	36	175
12	839	2085	25
12	839	70	213
12	839	3	762
12	839	68	1047
12	839	68	4
12	839	129	396
12	839	532	25
12	839	36	128
12	839	71	308
12	839	70	1082
12	839	3	397
12	839	129	300
12	839	82	585
12	839	3	1545
12	839	650	213
12	839	17	2713
12	839	71	2624
12	839	71	1635
12	839	129	9
12	839	15	2260
12	839	744	213
12	839	17	1082
12	839	68	157
12	839	737	545
12	839	70	39
12	839	3	409
12	839	82	388
12	839	3	260
12	839	19	396
12	839	70	4430
12	839	68	1476
12	839	17	3098
12	839	70	2241
12	839	68	191
12	839	60	237
11	839	71	1819
11	839	70	3093
11	839	17	4
11	839	60	574
11	839	60	722
11	839	359	173
11	839	17	213
11	839	71	420
11	839	336	128
11	839	71	7954
11	839	17	957
11	839	153	2
11	839	71	564
11	839	462	16776
11	839	3	1169
11	839	205	6
11	839	11889	18
11	839	17	1399
11	839	15	77
11	839	71	900
11	839	60	1602
11	839	68	2204
11	839	29	269
11	839	3	314
11	839	124	74
11	839	15	2204
11	839	15	729
11	839	6678	4
11	839	3	311
11	839	62	4079
11	839	17	1308
11	839	349	128
11	839	3	953
11	839	129	75
11	839	62	454
11	839	124	628
11	839	71	1082
11	839	129	147
11	839	1901	178
11	839	29	302
11	839	75	2
11	839	70	2687
11	839	3	110
11	839	71	1308
11	839	167	126
11	839	6	244
11	839	71	536
11	839	3	2069
11	839	60	10454
11	839	50	6486
11	839	77	36
11	839	68	16776
11	839	78	9
11	839	82	298
10	839	17	98
10	839	3	886
10	839	75	29
10	839	215	173
10	839	70	2120
10	839	52	503
10	839	3	695
10	839	3	1320
10	839	3	931
10	839	153	60
10	839	120	634
10	839	132	181
10	839	124	9
10	839	62	585
10	839	124	282
10	839	71	1715
10	839	744	167
10	839	15	881
10	839	71	2731
10	839	124	4
10	839	15	11856
10	839	19	12883
10	839	50	5490
10	839	15	2454
10	839	3	117
10	839	71	740
10	839	68	8011
10	839	15	6425
10	839	129	1819
10	839	73	14
10	839	71	339
10	839	129	948
10	839	68	35655
10	839	71	213
10	839	15	2624
10	839	129	726
10	839	70	59
10	839	17	86
10	839	71	77
10	839	60	7531
10	839	48	4079
10	839	70	770
10	839	129	22
10	839	71	1230
10	839	15	12883
10	839	17	99
10	839	15	1707
10	839	70	2735
10	839	70	606
10	839	17	1971
10	839	3	1018
10	839	15	726
10	839	71	606
10	839	82	718
10	839	3	344
10	839	17	596
10	839	68	3806
10	839	17	7954
1601	840	76	469
986	840	2	7
947	840	2	10
637	840	210	3
624	840	8	25
427	840	1	7
366	840	1	4
353	840	1060	2
291	840	2	11
264	840	2	20
216	840	66	25
201	840	1098	1
182	840	1	45
176	840	1	11
172	840	2	69
170	840	589	1
169	840	2	58
167	840	1	3
157	840	32508	2
150	840	30	7
133	840	2	54
132	840	1	23
132	840	492	6
131	840	1098	23
131	840	2	56
131	840	8	339
122	840	375	8
102	840	2	87
97	840	25	395
93	840	492	3329
92	840	1	41
91	840	25	6
88	840	1	17
85	840	2	100
82	840	14978	2
80	840	1	15
80	840	8	191
80	840	1098	37
78	840	2	89
78	840	23	16
76	840	67	8
76	840	1098	15
75	840	25	360
75	840	15807	19
74	840	210	29
74	840	25	9
73	840	729	6
71	840	492	3
71	840	76	11
70	840	492	3077
67	840	2432	38
65	840	2	104
63	840	14195	19
62	840	2	90
61	840	1	49
59	840	2	152
58	840	25	642
57	840	1	37
57	840	67	6
57	840	1	127
56	840	1060	14
54	840	41	46
54	840	13	6
53	840	53	25
53	840	8	729
52	840	11	16
52	840	25	3
52	840	208	8
52	840	210	60
52	840	37	46
51	840	12000	1
51	840	2	172
50	840	15	16
49	840	12000	2
49	840	1	6
48	840	15	66
48	840	9	3
47	840	1176	349
47	840	15996	1
47	840	1	114
47	840	308	75
47	840	2687	2
46	840	3003	19
46	840	434	50
46	840	2	187
46	840	41	84
46	840	1098	49
46	840	17	146
45	840	59	17
45	840	9698	19
44	840	210	48
44	840	15996	2
43	840	1060	8
43	840	150	8
43	840	49	16
42	840	22	3
42	840	2	138
42	840	2615	19
42	840	1	103
41	840	2374	19
41	840	23	53
41	840	17	84
40	840	1	39
40	840	41	146
38	840	8	173
38	840	1098	11
38	840	8	300
37	840	2	113
37	840	14978	1
37	840	729	3
36	840	30	355
36	840	25	22
36	840	4597	38
36	840	1871	2
36	840	210	6
36	840	14	3
35	840	1	327
34	840	888	2
33	840	30	10
33	840	37	146
33	840	2099	6
33	840	25	535
33	840	546	75
33	840	2	218
33	840	2615	75
32	840	2	139
31	840	11	146
31	840	785	3
31	840	210	1993
30	840	41	66
30	840	1	9
30	840	2	92
30	840	37	53
29	840	300	13
28	840	2	156
28	840	2	317
28	840	2363	19
28	840	492	42
28	840	37	84
27	840	4387	38
27	840	208	13
27	840	894	50
27	840	103	66
27	840	511	112
27	840	6441	13
27	840	66	67
26	840	11	118
26	840	8	157
26	840	3	572
26	840	15807	52
26	840	76	17
25	840	25	147
25	840	8	1871
25	840	67	3
25	840	17	66
25	840	15	53
25	840	25	496
24	840	2	316
24	840	1	18
24	840	1	8
24	840	5161	13
24	840	1426	8
23	840	492	2018
23	840	76	41
23	840	2615	461
23	840	2	28
23	840	14195	1
23	840	76	37
22	840	2	267
22	840	6441	74
22	840	1880	17
22	840	103	46
22	840	395	8
22	840	126	7
22	840	4148	2
22	840	11	66
22	840	2	203
22	840	15	33
22	840	1	14
22	840	1098	17
22	840	30	11
21	840	136	25
21	840	1994	13
21	840	1176	744
21	840	2	256
21	840	1060	4
21	840	37	66
20	840	308	461
20	840	76	49
20	840	300	8
20	840	5402	13
20	840	1098	41
20	840	1	108
20	840	9698	1
20	840	128	6
19	840	609	469
19	840	2	286
19	840	3003	3
19	840	49	53
19	840	1	19
19	840	14	6
19	840	1	629
19	840	18	3
19	840	81	25
19	840	25	4597
19	840	160	1
19	840	25	4387
19	840	2	2
19	840	894	4
19	840	210	91
19	840	492	79
18	840	64	41
18	840	25	1250
18	840	76	23
18	840	11754	2
18	840	4	3
18	840	1	125
18	840	492	4615
18	840	2	958
18	840	1	583
18	840	25	220
18	840	114	3
17	840	25	178
17	840	8505	2
17	840	5562	8
17	840	2	1413
17	840	2	414
17	840	8	957
17	840	9498	19
17	840	9698	8
17	840	1	3796
17	840	8109	6
17	840	8	128
17	840	4	41
17	840	8	160
17	840	1857	2
17	840	25	32
17	840	434	513
17	840	32	3
17	840	1	95
17	840	25	4148
16	840	1	34
16	840	4	19
16	840	76	57135
16	840	2687	3
16	840	210	62
16	840	34	44
16	840	4032	18
16	840	8	67
16	840	2	355
16	840	19708	13
16	840	2615	6
15	840	546	349
15	840	1648	13
15	840	25	248
15	840	1	220
15	840	1176	3
15	840	1	76
15	840	14195	52
15	840	103	16
15	840	23	33
15	840	178	119
15	840	894	36
15	840	8	1426
15	840	2395	3
15	840	25	227
15	840	1176	650
15	840	589	3
15	840	1	36
15	840	2	326
15	840	23	233
14	840	2	2795
14	840	103	53
14	840	25	366
14	840	1	59
14	840	1	548
14	840	23	146
14	840	1265	74
14	840	76	15
14	840	2	285
14	840	4100	19
14	840	1971	2
14	840	1939	2
14	840	546	650
13	840	511	73
13	840	35	3
13	840	2	476
13	840	2	499
13	840	492	538
13	840	23	66
13	840	210	97
13	840	3003	52
13	840	10103	2
13	840	14	50
13	840	1	639
13	840	102	2
13	840	1082	178
13	840	38	3
13	840	5034	13
13	840	8	2474
13	840	30	90
13	840	1	784
13	840	25	1420
13	840	434	169
13	840	25	131
13	840	1	86
13	840	118876	19
13	840	2446	5
13	840	34	25
13	840	15807	1
13	840	1	72
13	840	160	3
13	840	25	513
12	840	957	8
12	840	23	12
12	840	160	2
12	840	2	427
12	840	25	600
12	840	4	11
12	840	8	12483
12	840	435	4
12	840	4486	17
12	840	2	1298
12	840	17	64
12	840	22	6
12	840	2	11343
12	840	2	523
12	840	8	190
12	840	1000	75
12	840	1060	19
12	840	1	85
12	840	49	66
12	840	25	348
12	840	492	14562
12	840	25	595
12	840	13	3
12	840	1	510
12	840	1	55
12	840	27	2
12	840	37	233
12	840	25	1
12	840	394	112
11	840	1265	3739
11	840	2	539
11	840	12839	19
11	840	12	3
11	840	1098	38
11	840	1060	30
11	840	1366	850
11	840	25	75
11	840	210	610
11	840	2615	52
11	840	9607	23
11	840	2629	19
11	840	2	21
11	840	3118	19
11	840	389	3
11	840	890	8
11	840	1	29
11	840	2560	387
11	840	1366	3329
11	840	2	445
11	840	2	410
11	840	1	77
11	840	1	287
11	840	2	1044
11	840	5455	19
11	840	25	774
11	840	25	1882
11	840	25	2904
11	840	2	656
11	840	77	3
11	840	2	303
11	840	11	53
11	840	1	734
11	840	61	3
11	840	2	465
11	840	43	6
11	840	25	230
11	840	8565	3
11	840	25	372
11	840	1	666
11	840	15	492
11	840	25	386
11	840	127	23
11	840	888	1
11	840	157	15
11	840	49	146
11	840	580	31
10	840	25	1261
10	840	25	2431
10	840	434	7902
10	840	2	27
10	840	11	81
10	840	40703	38
10	840	1091	19
10	840	374	19
10	840	1	122
10	840	18	6
10	840	12000	3
10	840	25	73
10	840	27	1
10	840	157	6
10	840	6947	2
10	840	102	1
10	840	2	573
10	840	8	5455
10	840	30	58
10	840	1	26
10	840	2	661
10	840	206	2
10	840	818	3
10	840	8	2279
10	840	66	2279
10	840	2374	1
10	840	2	1916
10	840	4	15
10	840	21746	74
10	840	210	42
10	840	1857	1
10	840	2	439
10	840	1055	13
10	840	4	37
10	840	1319	8
10	840	25	1122
10	840	1871	1
10	840	25	83
10	840	2593	3
10	840	25	2998
10	840	10103	1
10	840	1	6643
10	840	247	640
10	840	1023	74
10	840	208	73
10	840	4686	2
10	840	25	115
10	840	25	530
10	840	2751	6
10	840	2	310
1199	841	9	3
754	841	102	1
664	841	18	3
603	841	108	1
518	841	389	3
445	841	3	193
439	841	262	1
374	841	785	3
349	841	338	3
317	841	210	3
290	841	132	51
253	841	151	6
245	841	3031	1
230	841	9	6
229	841	76	23
216	841	32	3
185	841	18	6
184	841	951	1
180	841	162	266
152	841	18	77
151	841	85	5
150	841	9	36
136	841	238	3
131	841	452	88
127	841	236	3
118	841	22	3
102	841	76	11
99	841	78	51
98	841	76	49
96	841	9	29
94	841	32	36
93	841	338	6
91	841	548	23
86	841	76	37
81	841	131	1
78	841	3	428
76	841	18	36
76	841	14	3
75	841	434	77
75	841	18	29
75	841	399	3
75	841	430	1
74	841	76	41
70	841	210	6
66	841	14	6
64	841	32	50
64	841	238	6
63	841	319	3
63	841	18	109
63	841	292	3
62	841	22	6
60	841	6	246
55	841	32	6
54	841	14	132
53	841	548	11
53	841	38	3
53	841	1098	23
51	841	9	60
50	841	9	62
48	841	35	3
48	841	108	11
47	841	3	9028
46	841	102	11
46	841	18	62
45	841	9	132
45	841	9	109
44	841	76	15
42	841	6	197
42	841	18	50
41	841	3	7
40	841	9	97
40	841	154	3
40	841	248	2941
40	841	162	7517
40	841	162	694
39	841	1098	49
39	841	9	91
38	841	1098	11
38	841	548	49
38	841	162	287
38	841	2921	14
37	841	162	4559
37	841	9	42
36	841	3	293
36	841	210	29
35	841	3	78
35	841	162	9081
34	841	389	29
34	841	35	6
34	841	3	112
34	841	151	42
34	841	162	18662
33	841	2697	36
33	841	108	15
31	841	32	91
31	841	3	882
31	841	18	42
31	841	3	405
31	841	62	269
30	841	108	23
30	841	18	91
29	841	162	3941
29	841	131	9
29	841	951	2
29	841	3	197
29	841	6	35524
28	841	3352	3
28	841	9	685
28	841	79	5
28	841	9	508
28	841	1098	37
28	841	18	205
27	841	76	29
27	841	149	1
26	841	3	186
26	841	102	15
26	841	9	50
26	841	548	37
26	841	3	225
26	841	162	1156
26	841	29	171
25	841	162	3552
25	841	1098	17
25	841	3	232
25	841	102	3
24	841	18	60
24	841	132	19
24	841	35	36
24	841	133	5
24	841	319	132
24	841	18	132
23	841	13	3
23	841	548	41
23	841	50	16
23	841	4856	1
23	841	9	48
23	841	102	49
23	841	32	29
22	841	132	5
22	841	446	5
22	841	3	246
22	841	3	98
22	841	162	9395
22	841	652	50
22	841	108	3
22	841	262	3
21	841	3	2311
21	841	3	162
21	841	102	2
21	841	548	15
21	841	6	731
21	841	3424	507
21	841	3	217
21	841	3	199
20	841	9	922
20	841	7493	19
20	841	3	602
20	841	9	202
20	841	11	121
20	841	168	248
20	841	199	51
20	841	162	23471
20	841	3	1905
20	841	3031	88
20	841	161	141
19	841	62	171
19	841	162	3954
19	841	559	514
19	841	120	12
19	841	102	23
19	841	162	2039
19	841	18	48
19	841	62	302
19	841	3	182
18	841	162	3321
18	841	18	82
18	841	338	29
18	841	6	320
18	841	1098	41
18	841	5076	1
18	841	162	9483
18	841	3	1918
18	841	162	16652
18	841	3	549
18	841	13	36
18	841	3	491
18	841	162	16182
18	841	11	81
18	841	32	362
17	841	236	6
17	841	338	62
17	841	35	131
17	841	3	6589
17	841	3	457
17	841	673	69107
17	841	6	363
17	841	162	2637
17	841	3	110
17	841	221	3
17	841	951	12
17	841	162	618
16	841	951	88
16	841	338	48
16	841	3	1353
16	841	76	17
16	841	6	5969
16	841	4269	174
16	841	3	12138
16	841	9	205
16	841	29	193
15	841	3	15260
15	841	894	36
15	841	76	60
15	841	210	170
15	841	11	16
15	841	1098	15
15	841	9	305
15	841	9	714
15	841	3	1064
15	841	60	269
15	841	1291	40
15	841	3	290
15	841	32	528
15	841	210	101
14	841	399	6
14	841	2	10
14	841	2697	50
14	841	85	51
14	841	559	497
14	841	3	1300
14	841	76	36
14	841	3	241
14	841	331	3
14	841	3	1273
14	841	3	463
14	841	3	442
14	841	32	245
14	841	3	2130
14	841	132	18
14	841	215	51
13	841	338	205
13	841	18	97
13	841	548	17
13	841	3	454
13	841	29	2412
13	841	3	117
13	841	3	175
13	841	389	60
13	841	1771	1
13	841	3	3058
13	841	3	1646
13	841	554	3
13	841	162	2509
13	841	9	7812
13	841	132	9
13	841	3	260
13	841	11	44
13	841	8585	1704
13	841	6	917
12	841	9	1565
12	841	11	59
12	841	434	50
12	841	1339	133
12	841	3	96
12	841	346659	2249
12	841	6	148
12	841	238	50
12	841	6	175
12	841	32	48
12	841	78	9
12	841	11	64
12	841	76	85
12	841	162	11213
12	841	236	29
12	841	3	2211
11	841	9	673
11	841	399	36
11	841	262	11
11	841	18	98
11	841	120	33
11	841	221	23
11	841	3	320
11	841	3	252
11	841	18	115
11	841	1	17
11	841	9	703
11	841	6	5651
11	841	76	559
11	841	20	202
11	841	3	1793
11	841	6	141
11	841	925	3
11	841	6	3175
11	841	210	48
11	841	195	103
11	841	6	1041
